,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION
975734,2117025,396409,Cash loans,25749.36,202500.0,215865.0,202500.0,Wedding / gift / holiday,Approved,-773,XNA,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
975848,1816621,227666,Cash loans,27449.82,450000.0,491580.0,450000.0,Journey,Approved,-471,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
975889,2191521,445263,Cash loans,19925.775,157500.0,167895.0,157500.0,Purchase of electronic equipment,Approved,-366,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,12.0,high,Cash Street: high
975971,2540050,175082,Cash loans,8564.4,45000.0,45000.0,45000.0,Everyday expenses,Approved,-232,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),3,XNA,6.0,middle,Cash Street: middle
975984,1682030,424083,Cash loans,13072.185,90000.0,110146.5,90000.0,Buying a used car,Approved,-471,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
976093,2100867,256072,Cash loans,20977.56,337500.0,384277.5,337500.0,Repairs,Approved,-307,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
976193,2003016,434568,Cash loans,35613.0,1350000.0,1350000.0,1350000.0,Payments on other loans,Approved,-906,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low
976311,2588663,234075,Cash loans,57519.225,450000.0,534069.0,450000.0,Repairs,Approved,-659,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
976312,1163627,295846,Cash loans,25996.365,337500.0,384277.5,337500.0,Urgent needs,Approved,-750,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
976343,2651683,148147,Cash loans,31924.395,337500.0,404055.0,337500.0,Furniture,Approved,-496,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
976429,2064806,186589,Cash loans,13608.045,135000.0,148365.0,135000.0,Everyday expenses,Approved,-1482,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
976432,1598072,179688,Cash loans,28593.495,225000.0,239850.0,225000.0,Repairs,Approved,-1493,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
976440,1288571,106447,Cash loans,26273.205,180000.0,220297.5,180000.0,Journey,Approved,-2050,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
976484,2007167,264406,Cash loans,19076.175,225000.0,281983.5,225000.0,Urgent needs,Approved,-598,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
976531,1564398,441596,Cash loans,25580.97,225000.0,239850.0,225000.0,Repairs,Approved,-344,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,30,Connectivity,12.0,middle,Cash Street: middle
976764,1683838,341224,Cash loans,37297.035,157500.0,183285.0,157500.0,Furniture,Approved,-651,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
976838,2069180,127347,Cash loans,13738.545,135000.0,148365.0,135000.0,Repairs,Approved,-534,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),2,XNA,18.0,high,Cash Street: high
976976,1596634,228319,Cash loans,21780.0,450000.0,450000.0,450000.0,Repairs,Approved,-490,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,36.0,middle,Cash Street: middle
977063,1792591,417054,Cash loans,12900.24,135000.0,161622.0,135000.0,Urgent needs,Approved,-656,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),3,XNA,24.0,high,Cash Street: high
977099,2585636,312136,Cash loans,10611.81,112500.0,123637.5,112500.0,Education,Approved,-1996,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
977137,1614794,392451,Cash loans,25996.365,337500.0,384277.5,337500.0,Urgent needs,Approved,-535,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),8,XNA,36.0,high,Cash Street: high
977287,2033812,292355,Cash loans,25080.93,337500.0,462321.0,337500.0,Repairs,Approved,-665,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
977361,2437803,376750,Cash loans,29935.8,405000.0,530910.0,405000.0,Furniture,Approved,-728,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle
977437,2001466,262624,Cash loans,10061.91,112500.0,127350.0,112500.0,Repairs,Approved,-543,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
977448,2116497,182389,Cash loans,13072.185,90000.0,110146.5,90000.0,Repairs,Approved,-419,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
977451,2801252,329774,Cash loans,11386.17,90000.0,95940.0,90000.0,Urgent needs,Approved,-324,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
977456,1152724,358648,Cash loans,38072.205,1125000.0,1255680.0,1125000.0,Buying a new car,Approved,-773,XNA,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,48.0,low_action,Cash Street: low
977460,1759978,325328,Cash loans,72824.985,1125000.0,1190340.0,1125000.0,Buying a holiday home / land,Approved,-633,XNA,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,middle,Cash Street: middle
977474,1108382,127940,Cash loans,22119.705,202500.0,215865.0,202500.0,Purchase of electronic equipment,Approved,-725,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle
977495,2362640,105309,Cash loans,27375.3,135000.0,135000.0,135000.0,Everyday expenses,Approved,-652,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,15,Connectivity,6.0,high,Cash Street: high
977561,2087005,226229,Cash loans,24650.1,450000.0,512370.0,450000.0,Repairs,Approved,-641,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
977605,2705588,440836,Cash loans,32580.765,337500.0,481608.0,337500.0,Repairs,Approved,-469,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
977688,1410464,359408,Cash loans,5314.455,45000.0,57942.0,45000.0,Repairs,Approved,-719,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
977977,1864199,315527,Cash loans,33178.05,315000.0,332046.0,315000.0,Repairs,Approved,-649,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle
977983,2094334,284039,Cash loans,40569.165,562500.0,607050.0,562500.0,Repairs,Approved,-460,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
977984,2457810,144729,Cash loans,19997.865,540000.0,626107.5,540000.0,Repairs,Approved,-742,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low
978101,1188241,415412,Cash loans,26574.255,225000.0,289732.5,225000.0,Repairs,Approved,-583,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
978183,2619323,422054,Cash loans,18692.1,157500.0,157500.0,157500.0,Everyday expenses,Approved,-693,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,20,Connectivity,12.0,high,Cash Street: high
978304,2638486,374276,Cash loans,13738.545,135000.0,148365.0,135000.0,Purchase of electronic equipment,Approved,-551,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,18.0,high,Cash Street: high
978412,2211250,250743,Cash loans,18982.935,90000.0,92970.0,90000.0,Urgent needs,Approved,-583,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
978624,2725123,107591,Cash loans,21259.395,180000.0,231786.0,180000.0,Urgent needs,Approved,-545,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
978672,2560022,234460,Cash loans,17079.255,135000.0,143910.0,135000.0,Repairs,Approved,-885,XNA,XAP,New,XNA,Cash,walk-in,Country-wide,26,Connectivity,12.0,high,Cash Street: high
978774,1385197,347143,Cash loans,7542.9,90000.0,104850.0,90000.0,Everyday expenses,Approved,-543,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high
978857,2110750,147442,Cash loans,21490.56,180000.0,191880.0,180000.0,Repairs,Approved,-2164,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
978982,2572765,101642,Cash loans,17079.255,135000.0,143910.0,135000.0,Everyday expenses,Approved,-446,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
979151,2704537,362622,Cash loans,16099.065,180000.0,203760.0,180000.0,Urgent needs,Approved,-518,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),2,XNA,24.0,high,Cash Street: high
979501,1159710,202742,Cash loans,17077.815,135000.0,143910.0,135000.0,Repairs,Approved,-1966,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
979526,2269450,312763,Cash loans,12950.55,135000.0,135000.0,135000.0,Urgent needs,Approved,-738,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,12.0,low_normal,Cash Street: low
979593,2517643,417193,Cash loans,14334.75,225000.0,225000.0,225000.0,Furniture,Approved,-247,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,18.0,low_action,Cash Street: low
979617,1984537,357996,Cash loans,18341.1,90000.0,92970.0,90000.0,Education,Approved,-2200,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
979644,2137794,109263,Cash loans,10618.875,45000.0,52366.5,45000.0,Urgent needs,Approved,-586,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
979655,1067616,228816,Cash loans,24639.21,337500.0,368685.0,337500.0,Car repairs,Approved,-671,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
979763,1075682,124149,Cash loans,8538.885,67500.0,71955.0,67500.0,Everyday expenses,Approved,-1564,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
979811,2407843,383721,Cash loans,14222.43,225000.0,254700.0,225000.0,Repairs,Approved,-602,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24.0,low_normal,Cash Street: low
979947,2801633,427548,Cash loans,15004.935,450000.0,568800.0,450000.0,Building a house or an annex,Approved,-77,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_action,Cash Street: low
980050,1414586,151467,Cash loans,22095.945,225000.0,239850.0,225000.0,Repairs,Approved,-351,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,12.0,low_action,Cash Street: low
980068,2541375,369927,Cash loans,22903.92,360000.0,410170.5,360000.0,Education,Approved,-391,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
980240,1016613,360687,Cash loans,18933.75,202500.0,202500.0,202500.0,Repairs,Approved,-120,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,12.0,low_normal,Cash Street: low
980374,1042006,263648,Cash loans,8920.35,135000.0,135000.0,135000.0,Education,Approved,-227,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
980478,1645331,447270,Cash loans,18144.045,180000.0,197820.0,180000.0,Medicine,Approved,-281,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
980486,1613013,450347,Cash loans,4949.19,45000.0,60988.5,45000.0,Urgent needs,Approved,-667,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,34,Connectivity,24.0,high,Cash Street: high
980649,1711868,357590,Cash loans,33777.675,270000.0,284611.5,270000.0,Urgent needs,Approved,-438,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
980686,1532816,359043,Cash loans,21125.115,342000.0,389403.0,342000.0,Medicine,Approved,-511,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
980692,2346102,282205,Cash loans,20847.06,337500.0,384277.5,337500.0,Repairs,Approved,-593,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
980698,2304226,141012,Cash loans,11386.17,90000.0,95940.0,90000.0,Urgent needs,Approved,-588,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,65,Connectivity,12.0,high,Cash Street: high
980848,2535441,305724,Cash loans,18571.995,135000.0,164223.0,135000.0,Payments on other loans,Approved,-2051,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
980925,2141023,367350,Cash loans,24769.53,315000.0,366142.5,315000.0,Urgent needs,Approved,-603,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
981092,1207382,369849,Cash loans,25580.97,225000.0,239850.0,225000.0,Repairs,Approved,-436,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
981295,2388811,281759,Cash loans,38028.06,337500.0,353092.5,337500.0,Business development,Approved,-611,XNA,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,12.0,middle,Cash Street: middle
981334,2600087,221346,Cash loans,16411.545,202500.0,242595.0,202500.0,Medicine,Approved,-681,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,44,Connectivity,36.0,high,Cash Street: high
981424,1385473,196663,Cash loans,12764.52,157500.0,188685.0,157500.0,Repairs,Approved,-598,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
981584,2842106,228698,Cash loans,5976.54,49500.0,63738.0,49500.0,Journey,Approved,-713,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high
981585,2458769,347873,Cash loans,13473.045,270000.0,314905.5,270000.0,Education,Approved,-1713,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,36.0,middle,Cash Street: middle
981630,1642315,189951,Cash loans,23007.51,157500.0,192762.0,157500.0,Repairs,Approved,-954,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
981729,1171309,206605,Cash loans,17292.465,135000.0,162967.5,135000.0,Repairs,Approved,-454,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
981733,1541655,136204,Cash loans,70019.64,337500.0,345298.5,337500.0,Repairs,Approved,-435,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,6.0,high,Cash Street: high
981779,2044767,407328,Cash loans,18601.785,157500.0,202810.5,157500.0,Everyday expenses,Approved,-530,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
981796,1243023,182434,Cash loans,25996.365,337500.0,384277.5,337500.0,Buying a used car,Approved,-371,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
981802,2643922,404169,Cash loans,25450.47,225000.0,239850.0,225000.0,Repairs,Approved,-253,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,30,Connectivity,12.0,middle,Cash Street: middle
982000,1745108,204240,Cash loans,113231.295,1129500.0,1162300.5,1129500.0,Repairs,Approved,-883,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,low_normal,Cash X-Sell: low
982001,1617384,257319,Cash loans,16097.04,180000.0,203760.0,180000.0,Buying a used car,Approved,-1549,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
982233,1440427,293791,Cash loans,26303.4,270000.0,270000.0,270000.0,Repairs,Approved,-711,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,200,Consumer electronics,12.0,low_normal,Cash Street: low
982412,1237402,152974,Cash loans,21231.225,270000.0,313839.0,270000.0,Medicine,Approved,-400,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,36.0,high,Cash Street: high
982637,2477349,430343,Cash loans,8853.39,99000.0,112068.0,99000.0,Purchase of electronic equipment,Approved,-1410,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,24.0,high,Cash Street: high
982925,1058148,133922,Cash loans,13072.185,90000.0,110146.5,90000.0,Repairs,Approved,-557,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
982934,1244959,149336,Cash loans,5555.43,45000.0,47970.0,45000.0,Repairs,Approved,-2023,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
982953,1298632,372751,Cash loans,21237.75,90000.0,104733.0,90000.0,Everyday expenses,Approved,-522,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,6.0,high,Cash Street: high
983268,1495570,223216,Cash loans,10457.955,72000.0,88119.0,72000.0,Education,Approved,-293,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
983329,2177185,376838,Cash loans,24092.775,225000.0,304933.5,225000.0,Journey,Approved,-534,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
983398,1767063,328145,Cash loans,22555.125,337500.0,337500.0,337500.0,Repairs,Approved,-468,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,24.0,middle,Cash Street: middle
983417,1814615,304006,Cash loans,16099.065,180000.0,203760.0,180000.0,Purchase of electronic equipment,Approved,-562,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,24.0,high,Cash Street: high
983443,1815885,223699,Cash loans,43710.66,1404000.0,1404000.0,1404000.0,Repairs,Approved,-4,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low
983474,1390249,322575,Cash loans,52919.28,1125000.0,1255680.0,1125000.0,Repairs,Approved,-525,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,middle,Cash Street: middle
983525,2283008,175422,Cash loans,24338.565,225000.0,239850.0,225000.0,Repairs,Approved,-81,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,middle,Cash Street: middle
983624,1182235,238271,Cash loans,24436.89,598500.0,681453.0,598500.0,Wedding / gift / holiday,Approved,-650,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,low_normal,Cash Street: low
983627,1360819,174852,Cash loans,33986.655,1125000.0,1288350.0,1125000.0,Repairs,Approved,-689,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low
983767,1760871,162541,Cash loans,10705.095,225000.0,276975.0,225000.0,Urgent needs,Approved,-652,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Stone,90,Furniture,42.0,low_normal,Cash Street: low
983823,2415977,104217,Cash loans,6191.1,67500.0,67500.0,67500.0,Furniture,Approved,-543,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,35,Connectivity,18.0,high,Cash Street: high
983972,1895985,416975,Cash loans,8180.055,90000.0,101880.0,90000.0,Urgent needs,Approved,-368,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24.0,high,Cash Street: high
984076,1764858,363313,Cash loans,26704.755,225000.0,289732.5,225000.0,Journey,Approved,-490,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
984093,2039140,328371,Cash loans,8670.105,67500.0,71955.0,67500.0,Repairs,Approved,-695,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
984144,1435646,414739,Cash loans,20939.265,225000.0,247275.0,225000.0,Medicine,Approved,-2143,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
984295,1496732,195215,Cash loans,9018.0,112500.0,112500.0,112500.0,Purchase of electronic equipment,Approved,-1712,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
984335,2318603,456218,Cash loans,44056.755,675000.0,812106.0,675000.0,Repairs,Approved,-549,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
984461,2721212,132478,Cash loans,40519.53,675000.0,744498.0,675000.0,Repairs,Approved,-352,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
984773,2776281,176815,Cash loans,78879.195,337500.0,388989.0,337500.0,Repairs,Approved,-405,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
984837,1691694,227667,Cash loans,16227.54,180000.0,203760.0,180000.0,Repairs,Approved,-1524,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
984912,2016675,269617,Cash loans,26574.255,225000.0,289732.5,225000.0,Medicine,Approved,-809,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
984928,2438441,299833,Cash loans,38914.425,337500.0,422851.5,337500.0,Repairs,Approved,-911,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
985055,2004160,162592,Cash loans,33908.175,270000.0,284611.5,270000.0,Education,Approved,-505,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
985062,1774926,343719,Cash loans,21237.75,90000.0,104733.0,90000.0,Urgent needs,Approved,-594,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
985152,1538465,422522,Cash loans,8110.935,94500.0,94500.0,94500.0,Education,Approved,-2135,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
985226,1245390,225032,Cash loans,6708.06,67500.0,84937.5,67500.0,Medicine,Approved,-1758,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
985229,2254401,395744,Cash loans,40389.03,675000.0,744498.0,675000.0,Business development,Approved,-528,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
985253,2014047,157077,Cash loans,26704.755,225000.0,289732.5,225000.0,Urgent needs,Approved,-374,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
985323,2814300,127329,Cash loans,9222.795,72000.0,86917.5,72000.0,Purchase of electronic equipment,Approved,-378,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,12.0,middle,Cash Street: middle
985345,1374546,295348,Cash loans,13202.685,90000.0,110146.5,90000.0,Wedding / gift / holiday,Approved,-679,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
985347,1450013,191163,Cash loans,19739.565,135000.0,165226.5,135000.0,Buying a new car,Approved,-533,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
985489,1364084,141673,Cash loans,19155.375,360000.0,401580.0,360000.0,Car repairs,Approved,-797,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),7,XNA,30.0,low_normal,Cash Street: low
985509,1836699,248254,Cash loans,8868.375,103500.0,136206.0,103500.0,Repairs,Approved,-269,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
985526,2835115,321684,Cash loans,22888.125,450000.0,544437.0,450000.0,Repairs,Approved,-556,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
985577,1208140,133040,Cash loans,26574.255,225000.0,289732.5,225000.0,Everyday expenses,Approved,-1769,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
985609,1280055,374270,Cash loans,27582.12,315000.0,349096.5,315000.0,Urgent needs,Approved,-740,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
985706,1535565,393518,Cash loans,8010.9,67500.0,67500.0,67500.0,Urgent needs,Approved,-546,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,24,Connectivity,12.0,high,Cash Street: high
985730,1441874,431557,Cash loans,10749.375,45000.0,52366.5,45000.0,Medicine,Approved,-528,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
